Steps,Policy/Entropy,Environment/Episode Length,Self-play/ELO,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Losses/Q1 Loss,Losses/Q2 Loss,Policy/Entropy Coeff,Policy/Learning Rate,Is Training
6740000,0.4930854,5.972812826768909,2317.0141604640453,-0.32619646,-0.3736602474729871,-0.3736602474729871,0.07714948,0.30765244,0.036544807,0.037283212,0.11111443,9.932701e-06,1.0
6760000,0.48900485,5.8365811965811965,2241.857409011663,-0.35568994,-0.41757478632478634,-0.41757478632478634,0.08249317,0.33036128,0.039081533,0.040049117,0.1102995,9.9325e-06,1.0
6780000,0.43659204,5.6,2258.5458268836255,-0.37178105,-0.44860767326732676,-0.44860767326732676,0.09426493,0.33343354,0.043748077,0.04608661,0.10958963,9.9323e-06,1.0
6800000,0.43973508,5.217283183089835,2250.144527155626,-0.33718294,-0.3479658843643146,-0.3479658843643146,0.10858671,0.32066113,0.051713303,0.051864758,0.1086799,9.9321005e-06,1.0
6820000,0.37772876,5.173148148148148,2266.432642227689,-0.2554741,-0.3724247685185185,-0.3724247685185185,0.10174843,0.21528728,0.049006328,0.047871202,0.10852817,9.9319e-06,1.0
6840000,0.40068713,4.621135469364812,2308.961357387008,-0.19844534,-0.18908972737492974,-0.18908972737492974,0.09585402,0.21773493,0.04599631,0.04503312,0.10923062,9.9317e-06,1.0
6860000,0.41770878,5.408974358974359,2347.3518846990596,-0.17431155,-0.26607572115384615,-0.26607572115384615,0.087480456,0.1807691,0.041572236,0.041957267,0.1094345,9.931501e-06,1.0
6880000,0.4076839,5.294932326093799,2338.6338680609447,-0.11065017,-0.14426935788479697,-0.14426935788479697,0.09510306,0.11877699,0.046075594,0.045731097,0.10863496,9.9313e-06,1.0
6900000,0.39026228,5.7977566281441195,2409.316300733088,-0.1585331,-0.25904996600951735,-0.25904996600951735,0.10246404,0.1726971,0.04889046,0.049522106,0.10928581,9.931101e-06,1.0
6920000,0.42241448,6.127940128296507,2457.4705278895667,-0.27365166,-0.3643308980755524,-0.3643308980755524,0.11323447,0.26488787,0.053996693,0.054034658,0.109533,9.930901e-06,1.0
6940000,0.4301135,6.264438794042863,2484.007946165535,-0.29526898,-0.4325281511078823,-0.4325281511078823,0.11528742,0.29413715,0.054842666,0.056064907,0.1087423,9.9307e-06,1.0
6960000,0.43910906,6.1290092658588735,2490.598356477894,-0.26757473,-0.3583058624376336,-0.3583058624376336,0.10701178,0.26684058,0.0510843,0.05138823,0.10714031,9.930501e-06,1.0
6980000,0.4111817,6.036242083040112,2543.29224227776,-0.23903266,-0.3461910626319493,-0.3461910626319493,0.093089156,0.24540818,0.044721197,0.044281702,0.10566442,9.9303e-06,1.0
7000000,0.42134053,6.04047870468145,2559.7373747602287,-0.30246812,-0.3388441569869764,-0.3388441569869764,0.09736701,0.29468706,0.04589841,0.046734773,0.10517115,9.9301005e-06,1.0
7020000,0.39798257,6.110380376821898,2577.7182477213523,-0.3046384,-0.3390286171347316,-0.3390286171347316,0.09361095,0.30780077,0.043797266,0.045041718,0.10506074,9.929901e-06,1.0
7040000,0.38998112,6.168160631050556,2653.7007739361256,-0.26291656,-0.28842102904266764,-0.28842102904266764,0.10034228,0.26749453,0.046533294,0.04824112,0.1055658,9.929699e-06,1.0
7060000,0.3521579,5.970034843205575,2728.9118590147427,-0.16663948,-0.19079921602787456,-0.19079921602787456,0.09023069,0.16083826,0.041413598,0.0429859,0.10652815,9.9295e-06,1.0
7080000,0.35027382,6.217250090220137,2814.563172342448,-0.40490103,-0.43184996391194513,-0.43184996391194513,0.08552295,0.36440563,0.038855333,0.039942436,0.107848786,9.9293e-06,1.0
7100000,0.38049197,5.991261796574625,2858.782297551529,-0.38147974,-0.4038797623208668,-0.4038797623208668,0.08441237,0.36345416,0.038878568,0.039251916,0.10867224,9.9291e-06,1.0
7120000,0.3827001,5.979232111692845,2888.215347564954,-0.2939746,-0.3406740837696335,-0.3406740837696335,0.06570286,0.26981542,0.030851543,0.030736515,0.10872729,9.928901e-06,1.0
7140000,0.3995592,6.2020165646380985,2886.59150208096,-0.26200795,-0.3290083723442564,-0.3290083723442564,0.06972955,0.2608386,0.032645747,0.03331218,0.10885028,9.9287e-06,1.0
7160000,0.40747198,6.067137809187279,3000.6672027993077,-0.23420213,-0.32400618374558304,-0.32400618374558304,0.06975915,0.23123303,0.032398954,0.032753725,0.107422546,9.928501e-06,1.0
7180000,0.42594302,5.768189509306261,2994.7417649605727,-0.27173945,-0.38140862944162435,-0.38140862944162435,0.07474584,0.24759911,0.033996157,0.03526683,0.10662566,9.928301e-06,1.0
7200000,0.41013837,5.5141647671768155,3086.200882807744,-0.18164676,-0.2149238847281016,-0.2149238847281016,0.083154604,0.17591602,0.03756552,0.03922212,0.10581026,9.928101e-06,1.0
7220000,0.3238397,5.3606870229007635,3101.7410469917254,-0.40140295,-0.3402015744274809,-0.3402015744274809,0.11932973,0.35306153,0.05742681,0.05441954,0.10709062,9.9279005e-06,1.0
7240000,0.38997597,5.427561837455831,3122.316689942432,-0.2737075,-0.4784472373915837,-0.4784472373915837,0.1191956,0.23304598,0.057330556,0.05372633,0.10815138,9.9277e-06,1.0
7260000,0.42303184,5.146281499692686,3156.4428864544248,-0.25618482,-0.1462526889981561,-0.1462526889981561,0.11165606,0.2545028,0.05381184,0.050856628,0.108472764,9.9275e-06,1.0
7280000,0.44746026,5.009314903846154,3263.768040585127,-0.11703251,-0.16712364783653846,-0.16712364783653846,0.106108114,0.14068298,0.050149303,0.04818538,0.1081722,9.927301e-06,1.0
7300000,0.47293296,5.001500150015001,3296.3067700597726,-0.28637227,-0.37020889588958894,-0.37020889588958894,0.09716054,0.2921609,0.044967316,0.045700256,0.10667541,9.9271e-06,1.0
7320000,0.47106358,4.751797526603394,3315.1844624388395,-0.23033446,-0.24586568881219442,-0.24586568881219442,0.07114293,0.24994382,0.032585718,0.033111144,0.10526273,9.9269e-06,1.0
7340000,0.4736062,5.356325492689129,3435.567197534048,-0.26353115,-0.36850365543547364,-0.36850365543547364,0.071378395,0.26680794,0.03311397,0.03367445,0.104124345,9.926701e-06,1.0
7360000,0.46543372,5.647391159853772,3458.1415127360333,-0.25931236,-0.3067256563642406,-0.3067256563642406,0.06651231,0.27152732,0.03085424,0.031928886,0.102981865,9.9265e-06,1.0
7380000,0.44254074,5.855330819334933,3520.9423330460545,-0.33078206,-0.4021040452519712,-0.4021040452519712,0.06817337,0.33259442,0.03130596,0.03308896,0.101973824,9.926301e-06,1.0
7400000,0.45309067,5.4739397863386206,3557.359744874906,-0.30721185,-0.27440110067983164,-0.27440110067983164,0.091592014,0.31878185,0.0426874,0.04427072,0.100684635,9.9261015e-06,1.0
7420000,0.4214578,5.4694372574385515,3629.8750702993725,-0.1837135,-0.20310478654592498,-0.20310478654592498,0.09710971,0.18779227,0.045044973,0.046967797,0.099844664,9.9259e-06,1.0
7440000,0.39330474,5.5065061808718285,3689.561339430654,-0.13561311,-0.1811666395575797,-0.1811666395575797,0.097523965,0.13192442,0.045740094,0.04743106,0.10110379,9.9257e-06,1.0
7460000,0.35826737,5.478458049886621,3730.723479965785,-0.23406805,-0.2714407191448008,-0.2714407191448008,0.08653155,0.21807526,0.03960929,0.042645786,0.103066,9.925499e-06,1.0
7480000,0.30405894,5.043215472952554,3702.8826032178,-0.28339866,-0.3348443638561499,-0.3348443638561499,0.057431705,0.25709423,0.026381,0.027568989,0.104733884,9.9253e-06,1.0
7500000,0.33452034,4.685901080159181,3829.655199812151,-0.20088342,-0.18391131324616258,-0.18391131324616258,0.09659454,0.18802615,0.0451847,0.0466178,0.10597308,9.925101e-06,1.0
7520000,0.32787558,4.237035096909377,3876.3880400918015,-0.023319552,-0.07883708748035621,-0.07883708748035621,0.10021403,0.0386667,0.047439933,0.048381276,0.10725059,9.9249e-06,1.0
7540000,0.39955336,4.820721769499418,3909.201903679542,-0.26593903,-0.35106228172293363,-0.35106228172293363,0.092276,0.27416828,0.042677697,0.04396111,0.10799872,9.924701e-06,1.0
7560000,0.41746503,4.928126852400712,3936.035114790099,-0.34142134,-0.40776267042079917,-0.40776267042079917,0.06973269,0.32267815,0.032743387,0.032772657,0.10749028,9.924501e-06,1.0
7580000,0.38882536,5.065039417828987,3948.8941678798174,-0.3305841,-0.3174272286234081,-0.3174272286234081,0.060270302,0.30327687,0.027871223,0.028498622,0.10708086,9.924301e-06,1.0
7600000,0.41172144,4.984585453457049,4021.3624352878464,-0.34401914,-0.28373802753666566,-0.28373802753666566,0.097114086,0.31777918,0.04359223,0.045284986,0.10712997,9.924101e-06,1.0
7620000,0.43448862,4.960381292820971,4047.9616319169218,-0.19700992,-0.1936531873696753,-0.1936531873696753,0.11602469,0.20905714,0.05291795,0.054130793,0.10645247,9.9239005e-06,1.0
7640000,0.40406585,5.186417079207921,4075.5105605200383,-0.32509163,-0.2585956837871287,-0.2585956837871287,0.15730456,0.30320907,0.07233343,0.073413834,0.10578858,9.9237e-06,1.0
7660000,0.3721102,5.396066517428846,4148.060597602829,-0.33892593,-0.2764430764310841,-0.2764430764310841,0.11673511,0.32861832,0.05189283,0.055359345,0.10651849,9.923501e-06,1.0
7680000,0.3588742,5.763273588096043,4138.237410573523,-0.41809726,-0.41482076428812986,-0.41482076428812986,0.11439647,0.40573192,0.051386464,0.05466665,0.10746509,9.923299e-06,1.0
7700000,0.34342414,5.704994971505196,4221.708544992455,-0.39016062,-0.3355891719745223,-0.3355891719745223,0.12176999,0.38106757,0.05644706,0.05733712,0.108632766,9.9231e-06,1.0
7720000,0.36508524,5.7242770679219905,4250.435003260433,-0.4652868,-0.4668481002017485,-0.4668481002017485,0.10719851,0.44530383,0.04861463,0.0512133,0.109797545,9.922901e-06,1.0
7740000,0.3576628,5.4468256525942635,4258.862547474304,-0.30831817,-0.27034321624234614,-0.27034321624234614,0.09948624,0.28751415,0.04533652,0.04719964,0.11071061,9.9227e-06,1.0
7760000,0.3783068,5.898758192480166,4351.736371519828,-0.34529722,-0.30021127975163847,-0.30021127975163847,0.09999516,0.30543372,0.046726126,0.046527002,0.111418724,9.922501e-06,1.0
7780000,0.4590308,5.2407176287051485,4367.018009256387,-0.44280237,-0.40990639625585024,-0.40990639625585024,0.12290762,0.42136782,0.05778944,0.056218535,0.1104909,9.922302e-06,1.0
7800000,0.47559652,5.016997593261131,4391.354691353123,-0.32722655,-0.3297044223826715,-0.3297044223826715,0.118453994,0.32347548,0.055978797,0.055355415,0.10853348,9.922101e-06,1.0
7820000,0.43713677,4.603250210142897,4466.173930240812,-0.22385803,-0.18513589240683664,-0.18513589240683664,0.10904813,0.25820076,0.052125383,0.051779207,0.10753101,9.9219005e-06,1.0
7840000,0.4571297,4.849517402749342,4530.924054920536,-0.27375883,-0.234050526469728,-0.234050526469728,0.10865791,0.27773255,0.052626763,0.051482115,0.10672073,9.9216995e-06,1.0
7860000,0.44952032,5.008410934214479,4566.4438138845135,-0.2592185,-0.24238697807149295,-0.24238697807149295,0.09979036,0.26849478,0.04863128,0.04697376,0.10562842,9.9215e-06,1.0
7880000,0.4248419,4.539335180055402,4568.317036391934,-0.25170687,-0.23318905817174515,-0.23318905817174515,0.097443834,0.24520004,0.04691037,0.046084136,0.10481348,9.921301e-06,1.0
7900000,0.4369301,4.303632988597189,4577.838255415352,-0.27679023,-0.33559566428003185,-0.33559566428003185,0.09922186,0.25212905,0.046901833,0.047560684,0.10399673,9.9211e-06,1.0
7920000,0.41744393,4.216353677621283,4638.190060742032,-0.10460801,-0.08318661971830986,-0.08318661971830986,0.09387595,0.12558065,0.04499286,0.044942077,0.10324724,9.920901e-06,1.0
7940000,0.4088014,4.756546762589928,4646.159564507362,-0.20304008,-0.1585431654676259,-0.1585431654676259,0.11481183,0.23965324,0.054878294,0.053991117,0.103245735,9.920701e-06,1.0
7960000,0.43986356,5.1478180700676095,4682.873795321502,-0.23156765,-0.29354256299938536,-0.29354256299938536,0.10964627,0.25358948,0.051957633,0.050806485,0.10231819,9.9205e-06,1.0
7980000,0.43158123,5.580645161290323,4712.853625609716,-0.3478834,-0.2815380184331797,-0.2815380184331797,0.106130965,0.37303337,0.04976919,0.04931635,0.10131401,9.920301e-06,1.0
8000000,0.45047477,5.6863925108659314,4709.887660828917,-0.3586389,-0.37190738883316615,-0.37190738883316615,0.10098266,0.38496223,0.04734547,0.04640789,0.10008231,9.9201e-06,1.0
8020000,0.45369726,5.381142310146777,4701.711475701518,-0.36518416,-0.28705328653477985,-0.28705328653477985,0.116436966,0.3874192,0.05373258,0.053340808,0.09859024,9.919901e-06,1.0
8040000,0.35049817,5.191272051996286,4783.850754779056,-0.19508417,-0.018473382853605697,-0.018473382853605697,0.10949586,0.19452356,0.052571442,0.04882858,0.09838966,9.919701e-06,1.0
8060000,0.29263392,4.4177729612571115,5005.369401980563,0.108922414,0.14222094283392034,0.14222094283392034,0.08132144,-0.13424698,0.037948422,0.03772978,0.09987161,9.9195e-06,1.0
8080000,0.37490222,4.334666666666666,5123.325731849267,0.19547962,0.13585833333333333,0.13585833333333333,0.09343399,-0.16163057,0.04349399,0.043700173,0.100733824,9.9193e-06,1.0
8100000,0.38379803,4.035885167464115,5237.039691328362,0.100682065,0.08163623772355162,0.08163623772355162,0.08724776,-0.058178175,0.040893488,0.039946493,0.10055839,9.919099e-06,1.0
8120000,0.38934067,4.52944429084877,5374.589931488396,0.06635017,-0.004190282001658834,-0.004190282001658834,0.10496132,-0.009912773,0.049334496,0.047664758,0.09992151,9.9189e-06,1.0
8140000,0.43183786,4.743037611254666,5492.317387894325,-0.21337228,-0.19262309790410564,-0.19262309790410564,0.12439598,0.20400888,0.058525804,0.058116004,0.09956551,9.918701e-06,1.0
8160000,0.44849366,5.51042005861283,5549.129542544425,-0.16401315,-0.10992958319765549,-0.10992958319765549,0.09990057,0.16183442,0.046570916,0.045785297,0.09856826,9.918501e-06,1.0
8180000,0.4726082,5.766238159675237,5567.620806093703,-0.24073787,-0.25931368403247634,-0.25931368403247634,0.12417637,0.2371077,0.059025843,0.05727043,0.096770525,9.918301e-06,1.0
8200000,0.42577484,5.898585719213522,5658.867869111994,-0.18015295,-0.17189116936874785,-0.17189116936874785,0.10569437,0.18297333,0.049800124,0.048677545,0.09578271,9.9181e-06,1.0
8220000,0.45656273,6.172463248476157,5732.450248667354,-0.21859686,-0.1392524202223019,-0.1392524202223019,0.1021658,0.22956206,0.047552556,0.047868643,0.09471865,9.9179e-06,1.0
8240000,0.37057874,6.540346907993967,5789.16054449811,-0.2854909,-0.1447058823528569,-0.1447058823528569,0.082937896,0.26164258,0.037178483,0.039240994,0.09578302,9.9177005e-06,1.0
8260000,0.37204605,5.941013185287995,5906.997080672995,-0.23140274,-0.14717427133934768,-0.14717427133934768,0.096645586,0.22438614,0.04441417,0.044897437,0.09722363,9.917501e-06,1.0
8280000,0.32568923,5.850633778691333,6009.327960945675,-0.034649774,-0.028787684138403564,-0.028787684138403564,0.094802015,0.040732965,0.043700583,0.04446866,0.09905552,9.9173e-06,1.0
8300000,0.31726256,6.2636165577342044,6094.037124286016,-0.07486989,-0.04757852214960058,-0.04757852214960058,0.08748612,0.068013,0.03996124,0.041416306,0.10114294,9.917101e-06,1.0
8320000,0.30712068,6.320278184480234,6169.933850938345,-0.27546522,-0.36709599194729137,-0.36709599194729137,0.09549776,0.24939154,0.044262666,0.04578642,0.10301196,9.9169e-06,1.0
8340000,0.33046487,6.272,6189.137310492047,-0.36966354,-0.3776590909090909,-0.3776590909090909,0.096609585,0.35444373,0.043707397,0.045540035,0.103314154,9.9167e-06,1.0
8360000,0.37621066,6.125757035981475,6189.629676016542,-0.2832407,-0.27994745279657995,-0.27994745279657995,0.08732637,0.27996266,0.040337745,0.04126482,0.10412744,9.916501e-06,1.0
8380000,0.40966603,5.901138716356107,6321.981173772879,-0.22916257,-0.30027173913043476,-0.30027173913043476,0.08717865,0.2513498,0.04126022,0.04034866,0.102751166,9.9163e-06,1.0
8400000,0.41440582,6.065347933592371,6367.084354903832,-0.22830796,-0.15532276580713528,-0.15532276580713528,0.08670293,0.2148229,0.040286254,0.041168515,0.102272205,9.916101e-06,1.0
8420000,0.39791447,6.149445834823025,6388.548135109085,-0.2766448,-0.3814242938863068,-0.3814242938863068,0.067200884,0.25702414,0.030817067,0.031686276,0.10252899,9.915901e-06,1.0
8440000,0.4091666,6.402664692820133,6453.206619492563,-0.35939398,-0.37739405995558845,-0.37739405995558845,0.0599558,0.35032368,0.027745357,0.027318127,0.10213469,9.915701e-06,1.0
8460000,0.4193312,6.66385588348026,6440.191777197899,-0.3948798,-0.29552750095822156,-0.29552750095822156,0.07187031,0.3933507,0.033722,0.03318747,0.1014919,9.915501e-06,1.0
8480000,0.45392925,6.989017571884984,6461.940007280295,-0.36354685,-0.42438348642172524,-0.42438348642172524,0.09089354,0.35818562,0.041655306,0.0433467,0.1005926,9.9153e-06,1.0
8500000,0.48153412,6.94241461477363,6490.488503459673,-0.40553218,-0.36574166004765685,-0.36574166004765685,0.09754989,0.40550414,0.04502996,0.046019547,0.09882805,9.9151e-06,1.0
8520000,0.5297681,6.492693892843762,6439.922163486305,-0.47176898,-0.4021168977144998,-0.4021168977144998,0.11187241,0.45358783,0.052733537,0.05237163,0.09666633,9.914901e-06,1.0
8540000,0.52745485,6.225794797687861,6489.644463177711,-0.35866314,-0.3586750361271676,-0.3586750361271676,0.110137254,0.35863462,0.052130293,0.051366042,0.09478007,9.9147e-06,1.0
8560000,0.4882677,6.2190544929628295,6495.532846619161,-0.4526064,-0.45797997112955613,-0.45797997112955613,0.10403926,0.45452118,0.048343617,0.049469195,0.09335726,9.914501e-06,1.0
8580000,0.3962104,6.266351744186046,6532.402545713755,-0.37593576,-0.29592114825581395,-0.29592114825581395,0.10154353,0.37676343,0.047357254,0.049090832,0.09309927,9.914302e-06,1.0
8600000,0.36231455,6.47217033993276,6573.32272426462,-0.35801858,-0.3346913522599925,-0.3346913522599925,0.089942746,0.34886152,0.041508283,0.04323173,0.09379321,9.9141e-06,1.0
8620000,0.34965774,6.853553199842953,6683.652284379061,-0.31270024,-0.2627846486062034,-0.2627846486062034,0.07594013,0.27317286,0.035787195,0.0355971,0.09484332,9.913901e-06,1.0
8640000,0.40884972,6.75,6743.7075036321485,-0.3388374,-0.3025799418604651,-0.3025799418604651,0.092722625,0.3137358,0.043047853,0.043342773,0.09543394,9.9137005e-06,1.0
8660000,0.41859126,6.425547716301523,6737.909394470936,-0.35665134,-0.3185573709617527,-0.3185573709617527,0.08833152,0.33070543,0.041868445,0.040526506,0.094668165,9.9135e-06,1.0
8680000,0.40193594,5.943075321069073,6765.2167705303855,-0.35924065,-0.2909905414786532,-0.2909905414786532,0.10610666,0.3589467,0.048473753,0.050346535,0.09353978,9.913301e-06,1.0
8700000,0.34864902,5.756081081081081,6867.284501606143,-0.32486448,-0.26497043918918917,-0.26497043918918917,0.12162743,0.32668835,0.055044282,0.057987295,0.09425334,9.9131e-06,1.0
8720000,0.28104332,4.82527664531159,6914.863284605343,-0.034461394,0.1691449475829936,0.1691449475829936,0.11261623,0.04446391,0.052653085,0.053951595,0.0958105,9.912901e-06,1.0
8740000,0.34460923,5.211645962732919,6937.75785170067,-0.4864615,-0.35856948757763973,-0.35856948757763973,0.15324788,0.49158475,0.07227113,0.07205124,0.09711987,9.912701e-06,1.0
8760000,0.36359283,5.112809538367472,7105.594971782607,-0.13599366,-0.020569015591562212,-0.020569015591562212,0.10790734,0.13093822,0.04880393,0.05179833,0.098138906,9.9125e-06,1.0
8780000,0.35374498,6.092375886524823,7168.041539808341,-0.21026565,-0.2070811170212766,-0.2070811170212766,0.09351479,0.18615207,0.04247494,0.04398729,0.099307254,9.912301e-06,1.0
8800000,0.3554842,5.867788461538462,7207.814627013397,-0.25033984,-0.33736478365384615,-0.33736478365384615,0.09369745,0.2502688,0.04450772,0.043541238,0.0996081,9.9121e-06,1.0
8820000,0.32469004,5.927606511950121,7221.994083337002,-0.23911004,-0.30525848631797714,-0.30525848631797714,0.08851265,0.22258586,0.041731834,0.04174287,0.10100296,9.911901e-06,1.0
8840000,0.36332148,5.620119126406354,7240.1848392336315,-0.36383852,-0.33692504963600267,-0.33692504963600267,0.09379967,0.32498902,0.0448629,0.043163057,0.10197489,9.911701e-06,1.0
8860000,0.4399075,5.202543424317618,7333.374041340659,-0.18341266,-0.15249883684863524,-0.15249883684863524,0.08878984,0.17207535,0.04122196,0.040521733,0.10135292,9.9115e-06,1.0
8880000,0.5054831,5.837777777777778,7368.63305931295,-0.28053972,-0.2794871794871795,-0.2794871794871795,0.089080505,0.29573226,0.040941183,0.04081968,0.09966748,9.9113e-06,1.0
8900000,0.5317962,5.759040216289287,7416.8441400648,-0.32718244,-0.30550861777627575,-0.30550861777627575,0.09689562,0.32852355,0.045791566,0.0452424,0.098349296,9.911101e-06,1.0
8920000,0.54248565,5.629973474801061,7435.873868147142,-0.26687557,-0.3196182858090186,-0.3196182858090186,0.10730936,0.25697497,0.050333984,0.051215675,0.09706114,9.9109e-06,1.0
8940000,0.498938,5.530199151158994,7496.14546334486,-0.2887303,-0.2528056643813255,-0.2528056643813255,0.11040526,0.29353094,0.052444357,0.052261893,0.095975265,9.910701e-06,1.0
8960000,0.45186633,4.983842010771993,7569.993844246114,-0.077690616,0.008396918013165769,0.008396918013165769,0.10600082,0.09162471,0.051161297,0.049449217,0.09620336,9.9105e-06,1.0
8980000,0.40116602,5.24984375,7609.274418803592,-0.23547627,-0.213701171875,-0.213701171875,0.10430555,0.2337718,0.049047958,0.04865616,0.09758917,9.9103e-06,1.0
9000000,0.37194234,5.29691435768262,7668.181788799511,-0.095785335,-0.017553526448362722,-0.017553526448362722,0.08864503,0.064262204,0.04074263,0.04121364,0.09895503,9.910101e-06,1.0
9020000,0.36762094,5.973326359832636,7742.93503691402,-0.22591528,-0.2559601638772664,-0.2559601638772664,0.08040073,0.20881191,0.03639488,0.037237182,0.10048897,9.9099e-06,1.0
9040000,0.40374088,5.564489661962586,7844.795682271187,-0.2840059,-0.19621759107318673,-0.19621759107318673,0.08263474,0.24736463,0.037553307,0.038720485,0.1009686,9.909701e-06,1.0
9060000,0.44648522,6.169713261648745,7854.514068243789,-0.39631167,-0.42692652329749103,-0.42692652329749103,0.10644495,0.37849993,0.048386984,0.05049506,0.10055831,9.9095005e-06,1.0
9080000,0.45706132,6.323141706334676,7877.429627230567,-0.4335681,-0.4008719333577444,-0.4008719333577444,0.099853225,0.41840684,0.046013787,0.04716035,0.09901464,9.9093e-06,1.0
9100000,0.45272744,6.689615384615385,7933.092228377828,-0.38791087,-0.3323076923076923,-0.3323076923076923,0.090967014,0.36746344,0.041315872,0.042711146,0.09791139,9.909101e-06,1.0
9120000,0.467754,6.998000799680128,7927.539228642131,-0.4361416,-0.4651679328267799,-0.4651679328267799,0.09167872,0.42167088,0.04246723,0.042653594,0.09653607,9.9089e-06,1.0
