Steps,Policy/Entropy,Environment/Episode Length,Self-play/ELO,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
3000000,1.0723282,2.442369020501139,-5672.062341431074,-0.23200157,-0.2906757813821078,-0.2906757813821078,0.11030619,0.03351007,7.009979e-06,0.1700995,0.0070129386,1.0
3020000,1.0763332,2.4299122010293672,-5759.344871043594,-0.23058029,-0.2919013049580944,-0.2919013049580944,0.11085186,0.034700517,6.9899274e-06,0.16989896,0.0069929077,1.0
3040000,1.0719535,2.4464584920030465,-5912.097481129123,-0.22504072,-0.28476771056674766,-0.28476771056674766,0.10988155,0.035076395,6.9698713e-06,0.1696984,0.006972871,1.0
3060000,1.079243,2.445789553829755,-5976.830777712855,-0.2281313,-0.28513781329835586,-0.28513781329835586,0.108657956,0.03496478,6.94982e-06,0.1694979,0.0069528404,1.0
3080000,1.0784403,2.429122541603631,-6098.344636993768,-0.23364429,-0.29703479902466556,-0.29703479902466556,0.10896822,0.038273145,6.930026e-06,0.16929996,0.0069330647,1.0
3100000,1.0787442,2.4309639284631706,-6188.459576108379,-0.23207617,-0.28952713250757056,-0.28952713250757056,0.11167183,0.036644075,6.9102202e-06,0.16910188,0.0069132796,1.0
3120000,1.0805967,2.4114285714285715,-6294.231229073033,-0.24427807,-0.30231579277300297,-0.30231579277300297,0.110458374,0.036304902,6.8901595e-06,0.1689013,0.006893238,1.0
3140000,1.0766692,2.410312218552987,-6405.5992454830175,-0.23936503,-0.3023716633906238,-0.3023716633906238,0.11236834,0.037150223,6.870107e-06,0.16870075,0.006873206,1.0
3160000,1.0808089,2.4055555555555554,-6451.036953896647,-0.2416181,-0.3004654686897993,-0.3004654686897993,0.11239914,0.03971415,6.850057e-06,0.16850026,0.0068531763,1.0
3180000,1.0775179,2.394575612671847,-6580.782630884716,-0.24764341,-0.311162585635306,-0.311162585635306,0.11144821,0.035576247,6.830004e-06,0.16829973,0.0068331435,1.0
3200000,1.0756443,2.385897054448081,-6726.5804072573665,-0.26006064,-0.31935436240120574,-0.31935436240120574,0.110179976,0.034967687,6.809948e-06,0.16809916,0.0068131066,1.0
3220000,1.0781806,2.4032789339721514,-6722.735561517192,-0.25045505,-0.31018116828017933,-0.31018116828017933,0.10996927,0.033657134,6.7898923e-06,0.16789861,0.006793071,1.0
3240000,1.0770813,2.3868064852000597,-6942.582312523147,-0.26231503,-0.3217164992734238,-0.3217164992734238,0.10804249,0.034952052,6.769845e-06,0.16769813,0.0067730425,1.0
3260000,1.074667,2.3825498363582267,-6965.997803747491,-0.25857213,-0.3176286854980443,-0.3176286854980443,0.110072315,0.034746677,6.7500523e-06,0.16750021,0.0067532714,1.0
3280000,1.0731751,2.3859649122807016,-7058.864143414112,-0.2627123,-0.32399643548198515,-0.32399643548198515,0.10906343,0.035089627,6.7302653e-06,0.16730233,0.0067335023,1.0
3300000,1.0722021,2.3737216540684747,-7177.626986690262,-0.26096562,-0.32181710750968856,-0.32181710750968856,0.11035692,0.037254017,6.71022e-06,0.16710187,0.0067134765,1.0
3320000,1.0766481,2.3737590754185804,-7317.464252031716,-0.26204732,-0.32385538963653154,-0.32385538963653154,0.11111712,0.035931297,6.6901753e-06,0.16690142,0.0066934526,1.0
3340000,1.0704921,2.3716126166148377,-7390.925652384929,-0.2607903,-0.3197097621431143,-0.3197097621431143,0.111915894,0.036114223,6.6701314e-06,0.16670099,0.0066734278,1.0
3360000,1.0735558,2.3870439314966494,-7496.89540547806,-0.25891003,-0.3194489984184348,-0.3194489984184348,0.10978186,0.036012847,6.6500806e-06,0.16650046,0.0066533973,1.0
3380000,1.0720307,2.370304643596569,-7553.25876776094,-0.2678076,-0.3303904208643607,-0.3303904208643607,0.1091923,0.03414652,6.630031e-06,0.16629997,0.0066333674,1.0
3400000,1.0706764,2.3782841027163424,-7680.876608744622,-0.26457843,-0.32492207588579,-0.32492207588579,0.10964746,0.03510045,6.6099806e-06,0.16609947,0.006613337,1.0
3420000,1.076147,2.3716146218736127,-7782.921592923983,-0.26650366,-0.32644665162512515,-0.32644665162512515,0.11077454,0.035384007,6.5899267e-06,0.16589892,0.006593303,1.0
3440000,1.0733438,2.3663761264588565,-7901.965002329241,-0.27071556,-0.3304771791666434,-0.3304771791666434,0.1090152,0.03654433,6.5698728e-06,0.16569838,0.006573269,1.0
3460000,1.072143,2.3694912747707777,-8102.543330108183,-0.2657722,-0.3264566733254215,-0.3264566733254215,0.11092955,0.03552756,6.549823e-06,0.16549788,0.006553238,1.0
3480000,1.0788271,2.35427394438723,-8232.061916003247,-0.27207297,-0.3348241910235363,-0.3348241910235363,0.11013987,0.03575929,6.53003e-06,0.16529997,0.006533465,1.0
3500000,1.0737271,2.356019403204469,-8372.89302820691,-0.2771397,-0.33861532070944106,-0.33861532070944106,0.11122795,0.034007538,6.5102367e-06,0.16510202,0.006513691,1.0
3520000,1.0715892,2.3678492239467848,-8465.497001809668,-0.26939029,-0.32795270145247796,-0.32795270145247796,0.11048224,0.035945546,6.490188e-06,0.16490152,0.0064936625,1.0
3540000,1.0738952,2.3538540747278613,-8609.01970965923,-0.2740414,-0.3353045052155813,-0.3353045052155813,0.11000145,0.035808742,6.4701444e-06,0.16470109,0.006473638,1.0
3560000,1.0700479,2.347899529964747,-8700.415389734433,-0.2731529,-0.3357226830741914,-0.3357226830741914,0.11193564,0.03328336,6.4500887e-06,0.16450053,0.0064536035,1.0
3580000,1.0723674,2.3547629531777483,-8795.729860550675,-0.28314322,-0.34701306743058763,-0.34701306743058763,0.10715256,0.032771084,6.430041e-06,0.16430005,0.0064335763,1.0
3600000,1.075907,2.365523865819418,-8963.31744015033,-0.2756165,-0.33292449039129207,-0.33292449039129207,0.10965824,0.033188898,6.4099886e-06,0.16409953,0.006413542,1.0
3620000,1.0781152,2.356005895357406,-9050.294685612902,-0.26790908,-0.32897568539762284,-0.32897568539762284,0.11252636,0.035203736,6.3899424e-06,0.16389908,0.006393517,1.0
3640000,1.0731372,2.3496400763919496,-9163.070590851106,-0.2749374,-0.3384310308500711,-0.3384310308500711,0.11102816,0.035816215,6.3699017e-06,0.16369864,0.0063734953,1.0
3660000,1.0711535,2.367523260965884,-9342.33702051372,-0.27253723,-0.33324472402174177,-0.33324472402174177,0.10916664,0.035689242,6.3498433e-06,0.16349807,0.006353458,1.0
3680000,1.0695077,2.3338207340254424,-9395.372973355928,-0.2775701,-0.3405761115796595,-0.3405761115796595,0.11245284,0.035944197,6.3300404e-06,0.16330002,0.0063336734,1.0
3700000,1.0684959,2.348640705363703,-9500.704749283093,-0.27677006,-0.3375900112941018,-0.3375900112941018,0.111800276,0.033365242,6.3102516e-06,0.16310215,0.006313904,1.0
3720000,1.0699233,2.3568904593639575,-9650.377295330143,-0.27481478,-0.337544173585828,-0.337544173585828,0.11070723,0.034421872,6.2901995e-06,0.16290164,0.006293873,1.0
3740000,1.0660287,2.3678186383104416,-9751.916165749717,-0.2769152,-0.33681878999916565,-0.33681878999916565,0.10638796,0.0354168,6.2701433e-06,0.16270109,0.0062738364,1.0
3760000,1.0674392,2.3747775800711746,-9828.33737888174,-0.26767358,-0.326883159183443,-0.326883159183443,0.10780585,0.03676321,6.250085e-06,0.16250047,0.006253798,1.0
3780000,1.0655229,2.355994691048518,-9979.371239500722,-0.2675356,-0.3274295863762329,-0.3274295863762329,0.10991243,0.03323938,6.230037e-06,0.1623,0.0062337695,1.0
3800000,1.0640004,2.367616656822209,-10056.915318854131,-0.27152076,-0.3308919116467396,-0.3308919116467396,0.10777601,0.037021916,6.209998e-06,0.1620996,0.0062137507,1.0
3820000,1.0666144,2.3583333333333334,-10217.874530687963,-0.26958865,-0.33222714250572133,-0.33222714250572133,0.11051767,0.032356974,6.1899527e-06,0.16189913,0.006193725,1.0
3840000,1.0631713,2.3598172169811322,-10344.94451431505,-0.2760116,-0.3363797209414495,-0.3363797209414495,0.106881484,0.03483596,6.169906e-06,0.16169868,0.0061736987,1.0
3860000,1.059861,2.353396198614999,-10491.230334974905,-0.26793602,-0.32593193233421525,-0.32593193233421525,0.1117885,0.033893775,6.1498663e-06,0.1614983,0.006153678,1.0
3880000,1.0625193,2.3794331503190382,-10622.740939028134,-0.27284855,-0.3324974071550111,-0.3324974071550111,0.10511715,0.034338992,6.1298165e-06,0.16129777,0.0061336486,1.0
3900000,1.0669237,2.3659527326440175,-10706.390862828754,-0.27208546,-0.33357459771690373,-0.33357459771690373,0.10676454,0.0350582,6.110019e-06,0.16109979,0.0061138705,1.0
3920000,1.0675637,2.3609061393152304,-10859.135378701978,-0.27009138,-0.3312868987712591,-0.3312868987712591,0.10946825,0.036323298,6.0902157e-06,0.16090177,0.0060940864,1.0
3940000,1.0658914,2.365947383978717,-10909.254478638097,-0.2692636,-0.32992906086289986,-0.32992906086289986,0.110406,0.033725616,6.070166e-06,0.16070126,0.006074057,1.0
3960000,1.0667319,2.3745740109645874,-10948.685668110298,-0.27015406,-0.33056749537275854,-0.33056749537275854,0.10621923,0.033252135,6.0501197e-06,0.1605008,0.0060540303,1.0
3980000,1.06588,2.3608080212326747,-11106.380103611475,-0.27768362,-0.336832796684042,-0.336832796684042,0.10604502,0.03579696,6.0300654e-06,0.16030025,0.0060339957,1.0
4000000,1.065653,2.3484803993539862,-11194.654701798461,-0.27825683,-0.33962707783118373,-0.33962707783118373,0.10893061,0.034486003,6.0100074e-06,0.16009967,0.0060139582,1.0
4020000,1.0691124,2.380213744990352,-11310.061507571481,-0.2685758,-0.3293454098616542,-0.3293454098616542,0.10674454,0.03485512,5.989958e-06,0.15989919,0.0059939283,1.0
4040000,1.069064,2.360955470362725,-11458.393047343017,-0.27663165,-0.3356532035865147,-0.3356532035865147,0.10748119,0.036301922,5.969909e-06,0.15969868,0.0059738997,1.0
4060000,1.0663257,2.3820074349442377,-11512.6664444639,-0.2637993,-0.3239553940938751,-0.3239553940938751,0.10831102,0.034541678,5.9498557e-06,0.15949817,0.0059538656,1.0
4080000,1.0679286,2.3524698618053512,-11686.510686033946,-0.2762754,-0.33909144769654104,-0.33909144769654104,0.10881538,0.034771632,5.9298104e-06,0.1592977,0.0059338394,1.0
4100000,1.0621499,2.355943437914273,-11856.36104377091,-0.27418333,-0.33283252704387595,-0.33283252704387595,0.10792076,0.035241675,5.9100225e-06,0.15909983,0.005914072,1.0
4120000,1.0689201,2.370912856931499,-11966.64384411471,-0.27220947,-0.33034472939336346,-0.33034472939336346,0.108835675,0.03410367,5.890226e-06,0.15890184,0.005894295,1.0
4140000,1.0659928,2.3634751773049647,-12081.987965245635,-0.26875612,-0.3288268359437426,-0.3288268359437426,0.10897282,0.035807654,5.870173e-06,0.15870133,0.005874262,1.0
4160000,1.069208,2.352811304091846,-12180.016875941888,-0.27169082,-0.3349278814463377,-0.3349278814463377,0.10946314,0.03782722,5.850117e-06,0.15850075,0.0058542253,1.0
4180000,1.0646178,2.362817483756645,-12329.15992984228,-0.27125302,-0.3324424138229959,-0.3324424138229959,0.10747118,0.03496587,5.8300707e-06,0.1583003,0.0058342,1.0
4200000,1.0682738,2.3457368883680045,-12440.812813251272,-0.2836706,-0.34450630351591066,-0.34450630351591066,0.109367825,0.035090003,5.810024e-06,0.15809982,0.0058141723,1.0
4220000,1.0655164,2.3684444444444446,-12606.156388348123,-0.26760855,-0.3276740779015753,-0.3276740779015753,0.108877145,0.03425894,5.789981e-06,0.1578994,0.0057941494,1.0
4240000,1.0704923,2.378556609365738,-12670.875041624962,-0.27409732,-0.333758154527351,-0.333758154527351,0.10401941,0.035422664,5.7699267e-06,0.15769885,0.0057741147,1.0
4260000,1.0671784,2.3609759693351027,-12850.242068243879,-0.27317598,-0.33351025007062124,-0.33351025007062124,0.10873258,0.03403019,5.7498755e-06,0.15749833,0.005754084,1.0
4280000,1.0682387,2.367110125646711,-12945.44347130743,-0.2702531,-0.3301699964253883,-0.3301699964253883,0.10881221,0.03759118,5.7298307e-06,0.15729788,0.005734059,1.0
4300000,1.070002,2.3414705452419238,-13078.946473049376,-0.29058465,-0.3525215654589422,-0.3525215654589422,0.10469614,0.034046352,5.7100387e-06,0.15709996,0.0057142857,1.0
4320000,1.0706284,2.3507638072855466,-13218.40384377499,-0.27997896,-0.3365599333957608,-0.3365599333957608,0.10887562,0.039274212,5.6902413e-06,0.15690197,0.0056945086,1.0
4340000,1.0695279,2.3643942747528404,-13347.297060620826,-0.27546015,-0.33567950815639613,-0.33567950815639613,0.10617804,0.034850035,5.6701983e-06,0.15670155,0.005674486,1.0
4360000,1.070123,2.365844654459539,-13430.688937316449,-0.2768863,-0.33641465254924524,-0.33641465254924524,0.1055055,0.033616155,5.6501576e-06,0.15650114,0.005654464,1.0
4380000,1.0657083,2.3458608058608057,-13539.306383090237,-0.28166673,-0.3422124582310736,-0.3422124582310736,0.10723637,0.036548574,5.630115e-06,0.15630071,0.0056344424,1.0
4400000,1.0658351,2.359303526634204,-13697.827924458647,-0.27206153,-0.3296001218341789,-0.3296001218341789,0.109645635,0.038347967,5.610062e-06,0.15610018,0.0056144083,1.0
4420000,1.0710853,2.3586876563189643,-13845.590460757267,-0.2773109,-0.34095925076145167,-0.34095925076145167,0.10683855,0.036723543,5.590009e-06,0.15589964,0.005594376,1.0
4440000,1.0700616,2.360382916053019,-13961.30496217291,-0.283457,-0.34203240470041757,-0.34203240470041757,0.10477787,0.035937898,5.569958e-06,0.15569913,0.0055743433,1.0
4460000,1.0693645,2.3521075047730946,-14066.038983165176,-0.28388235,-0.34331032866194905,-0.34331032866194905,0.10615229,0.034630287,5.549903e-06,0.1554986,0.005554309,1.0
4480000,1.0707551,2.3539673192992785,-14192.919860366621,-0.27186248,-0.3331076146185565,-0.3331076146185565,0.110095315,0.03456914,5.529853e-06,0.1552981,0.005534279,1.0
4500000,1.0696635,2.3674418604651164,-14285.807851165122,-0.27740982,-0.336518019346473,-0.336518019346473,0.105583504,0.032792356,5.5100604e-06,0.15510015,0.005514506,1.0
4520000,1.067149,2.359331271173958,-14360.556842498101,-0.28234538,-0.33966711261413257,-0.33966711261413257,0.104722366,0.032728445,5.4902616e-06,0.15490216,0.0054947264,1.0
4540000,1.0689282,2.361802385510234,-14476.4914373734,-0.28296015,-0.34463260615851493,-0.34463260615851493,0.10419836,0.035404462,5.4702055e-06,0.1547016,0.00547469,1.0
4560000,1.0692103,2.343072642062097,-14614.741460677129,-0.28333047,-0.34398067191212617,-0.34398067191212617,0.10853452,0.036355406,5.450156e-06,0.15450111,0.0054546604,1.0
4580000,1.0720854,2.3415312545747327,-14698.542020460207,-0.28689954,-0.3462597025702052,-0.3462597025702052,0.10709479,0.032697104,5.4301127e-06,0.15430066,0.0054346365,1.0
4600000,1.0679634,2.3720568636161707,-14775.496828396646,-0.27344397,-0.33118614340254804,-0.33118614340254804,0.10674462,0.033281565,5.4100656e-06,0.1541002,0.00541461,1.0
4620000,1.0676806,2.367134416543575,-14868.769609840045,-0.2760903,-0.3377104914952152,-0.3377104914952152,0.10357287,0.037019096,5.3900108e-06,0.15389964,0.005394575,1.0
4640000,1.0721352,2.366642066420664,-15010.387503811031,-0.2753641,-0.3348929928578574,-0.3348929928578574,0.106555976,0.036048427,5.3699596e-06,0.15369913,0.0053745434,1.0
4660000,1.0698291,2.3670652494833186,-15054.799190436355,-0.27970475,-0.340625926773035,-0.340625926773035,0.10352834,0.035686314,5.3499166e-06,0.15349868,0.0053545204,1.0
4680000,1.0715243,2.353866509850044,-15194.143444207732,-0.28250635,-0.34117906904398465,-0.34117906904398465,0.105806254,0.036915865,5.3298727e-06,0.15329827,0.0053344974,1.0
4700000,1.0657284,2.368020679468242,-15319.167743958855,-0.2781953,-0.3367503732795025,-0.3367503732795025,0.104824215,0.03697886,5.309826e-06,0.1530978,0.00531447,1.0
4720000,1.0695738,2.3480176211453743,-15432.41796548993,-0.27911037,-0.3376358335993626,-0.3376358335993626,0.10738265,0.034808617,5.290035e-06,0.15289989,0.0052946983,1.0
4740000,1.0720524,2.358216654384672,-15543.270487131842,-0.27391747,-0.3348268278069415,-0.3348268278069415,0.10801319,0.03203609,5.2702485e-06,0.15270202,0.0052749314,1.0
4760000,1.0674051,2.3454038997214486,-15691.759937063753,-0.28236607,-0.3423691581338841,-0.3423691581338841,0.10721319,0.03686533,5.250208e-06,0.1525016,0.0052549103,1.0
4780000,1.0709925,2.3448250622163664,-15776.900387041616,-0.288285,-0.3471380512855479,-0.3471380512855479,0.104778446,0.03659808,5.2301584e-06,0.1523011,0.0052348813,1.0
4800000,1.0687321,2.3470795421191664,-15837.26213234061,-0.28114024,-0.3417522787844414,-0.3417522787844414,0.10592199,0.038080364,5.2101063e-06,0.1521006,0.0052148495,1.0
4820000,1.0687894,2.3521809369951536,-16022.655172973695,-0.2849562,-0.3426788115406425,-0.3426788115406425,0.1043104,0.037983626,5.190054e-06,0.15190005,0.0051948167,1.0
4840000,1.0691438,2.349310041103934,-16072.37483700262,-0.28394905,-0.3440105737248765,-0.3440105737248765,0.1048846,0.035842337,5.17e-06,0.15169951,0.005174782,1.0
4860000,1.0678461,2.3421052631578947,-16182.339282510351,-0.2958957,-0.35304093997250174,-0.35304093997250174,0.102352224,0.035050463,5.1499514e-06,0.15149903,0.0051547536,1.0
4880000,1.0668033,2.3263403263403264,-16348.856900090273,-0.2832725,-0.3448426613436539,-0.3448426613436539,0.10777626,0.036706015,5.129903e-06,0.15129855,0.005134724,1.0
4900000,1.0665896,2.3507714915503306,-16445.023085007924,-0.28094074,-0.3359882478325092,-0.3359882478325092,0.10682506,0.03519799,5.1098523e-06,0.15109804,0.0051146937,1.0
4920000,1.0687405,2.347647662318628,-16568.918941330205,-0.28520656,-0.3475597286510901,-0.3475597286510901,0.103982806,0.034163352,5.090054e-06,0.15090007,0.005094916,1.0
4940000,1.068907,2.3616551317920775,-16570.493241994955,-0.28511846,-0.34148137648596083,-0.34148137648596083,0.104510784,0.03725846,5.0702565e-06,0.15070207,0.0050751376,1.0
4960000,1.0704752,2.329864648522777,-16774.563352146386,-0.29368624,-0.35644011493225214,-0.35644011493225214,0.10368751,0.03576913,5.05021e-06,0.15050161,0.005055111,1.0
4980000,1.0691735,2.3512123438648054,-16866.9886720717,-0.2812178,-0.33878031257843816,-0.33878031257843816,0.1062635,0.03400407,5.030162e-06,0.15030113,0.0050350823,1.0
5000000,1.0684869,2.348613759718351,-17033.923988066977,-0.28733912,-0.34676544353293764,-0.34676544353293764,0.10396391,0.03455315,5.010118e-06,0.15010068,0.0050150575,1.0
5020000,1.0676634,2.3592325786533372,-17111.3406235547,-0.28659004,-0.345927672508323,-0.345927672508323,0.10127689,0.0314367,4.9900723e-06,0.14990023,0.0049950327,1.0
5040000,1.07129,2.3428487776313864,-17239.868630842004,-0.28967404,-0.34713805131172476,-0.34713805131172476,0.1045694,0.036179405,4.9700143e-06,0.14969966,0.004974995,1.0
5060000,1.0711561,2.3413777972795087,-17363.705673430224,-0.2877637,-0.34964165991316315,-0.34964165991316315,0.1044515,0.035626933,4.949965e-06,0.14949915,0.004954965,1.0
5080000,1.0679476,2.3420551158018177,-17416.514061883456,-0.28500772,-0.3417179753151467,-0.3417179753151467,0.105748974,0.03450639,4.9299156e-06,0.14929867,0.004934936,1.0
5100000,1.0694647,2.3493763756419663,-17575.594233036834,-0.2855998,-0.3459721244920813,-0.3459721244920813,0.10477795,0.03337742,4.9098694e-06,0.14909819,0.004914909,1.0
5120000,1.068392,2.3447796163420707,-17673.185609208344,-0.28590354,-0.3448008242492604,-0.3448008242492604,0.10532236,0.034967322,4.889823e-06,0.14889771,0.0048948815,1.0
5140000,1.0689496,2.3439970717423133,-17809.79279095585,-0.2881962,-0.34833846123658135,-0.34833846123658135,0.104429,0.034669854,4.8700354e-06,0.14869985,0.0048751147,1.0
5160000,1.068189,2.3613525858258435,-18001.83672691317,-0.28354967,-0.33878002464398027,-0.33878002464398027,0.10410282,0.03369545,4.850252e-06,0.148502,0.004855351,1.0
5180000,1.0670689,2.3679858239810985,-18132.184165349776,-0.276608,-0.3366952195919817,-0.3366952195919817,0.1033964,0.034436688,4.8302145e-06,0.14830163,0.004835333,1.0
5200000,1.070456,2.3520288150543958,-18265.285730055002,-0.27867797,-0.3373566637682638,-0.3373566637682638,0.10617193,0.03849897,4.810171e-06,0.1481012,0.0048153093,1.0
5220000,1.0703547,2.3598406609619356,-18356.99911457302,-0.2746083,-0.3365447074757473,-0.3365447074757473,0.107699856,0.033976443,4.790126e-06,0.14790075,0.004795284,1.0
5240000,1.0637478,2.343064091308165,-18529.107322222317,-0.28589192,-0.3465613152156945,-0.3465613152156945,0.10498804,0.03517363,4.770079e-06,0.14770027,0.004775257,1.0
5260000,1.0707502,2.3422362066442264,-18596.924003071927,-0.2867262,-0.345807116656959,-0.345807116656959,0.10598892,0.035304606,4.7500303e-06,0.14749978,0.0047552288,1.0
5280000,1.067656,2.356322685117032,-18783.892979643777,-0.28073508,-0.33983512845202396,-0.33983512845202396,0.103163645,0.03395893,4.729988e-06,0.14729935,0.004735206,1.0
5300000,1.0685353,2.3456238088256853,-18854.29052411288,-0.2843783,-0.3426477096744374,-0.3426477096744374,0.10629862,0.035035312,4.7099447e-06,0.14709891,0.004715182,1.0
5320000,1.0678906,2.328407105416424,-18986.529043885876,-0.29375,-0.35492137879193975,-0.35492137879193975,0.10409401,0.035564303,4.689892e-06,0.14689837,0.0046951496,1.0
5340000,1.0692215,2.35625,-19087.742157946323,-0.28119922,-0.34097059228402726,-0.34097059228402726,0.10447437,0.03720628,4.669843e-06,0.1466979,0.00467512,1.0
5360000,1.0678996,2.352634669015118,-19150.320060406993,-0.28550252,-0.34360781267808077,-0.34360781267808077,0.10597568,0.034911796,4.650058e-06,0.14650004,0.004655355,1.0
5380000,1.0722308,2.349339207048458,-19295.802133792058,-0.2795543,-0.3378560979198254,-0.3378560979198254,0.107431546,0.036360856,4.6302757e-06,0.14630222,0.0046355915,1.0
5400000,1.0676928,2.376425292462609,-19399.35993502229,-0.28022623,-0.3371242451417116,-0.3371242451417116,0.101543255,0.035359617,4.610224e-06,0.1461017,0.0046155597,1.0
5420000,1.0696195,2.359485294117647,-19542.127589720596,-0.28596702,-0.348838239587186,-0.348838239587186,0.10249817,0.03426258,4.5901775e-06,0.14590123,0.0045955335,1.0
5440000,1.0658475,2.355798912244598,-19701.89350266343,-0.2872852,-0.3472879654354827,-0.3472879654354827,0.103391014,0.038529653,4.570132e-06,0.14570078,0.0045755077,1.0
5460000,1.0699835,2.356323529411765,-19799.883099811657,-0.28235376,-0.3410147099317435,-0.3410147099317435,0.1053138,0.03444763,4.5500874e-06,0.14550032,0.0045554824,1.0
5480000,1.070314,2.357647058823529,-19903.363007512904,-0.28482023,-0.34425000415457524,-0.34425000415457524,0.104222044,0.03602465,4.5300317e-06,0.14529978,0.0045354473,1.0
5500000,1.066635,2.3457088459285296,-20040.73794371984,-0.28660682,-0.347363800290529,-0.347363800290529,0.10309372,0.0348853,4.5099696e-06,0.14509916,0.0045154043,1.0
5520000,1.0681002,2.345302652792027,-20128.215613984863,-0.2896036,-0.34577165883857275,-0.34577165883857275,0.10453773,0.035264798,4.489916e-06,0.14489862,0.004495371,1.0
5540000,1.0639595,2.342244031053171,-20282.901382971348,-0.2813821,-0.34262487586842494,-0.34262487586842494,0.105334535,0.034810673,4.4698672e-06,0.14469811,0.0044753426,1.0
5560000,1.066264,2.3560817767318722,-20392.500460075316,-0.28355828,-0.3444035929285405,-0.3444035929285405,0.103589244,0.03750975,4.4500794e-06,0.14450024,0.004455574,1.0
5580000,1.0683885,2.3457205559619605,-20452.502021935088,-0.29439732,-0.3523482120366278,-0.3523482120366278,0.101694025,0.038061984,4.430283e-06,0.14430228,0.0044357977,1.0
5600000,1.0676224,2.3511215364316085,-20632.458903366878,-0.29034328,-0.3527781893583166,-0.3527781893583166,0.102892384,0.03363337,4.4102285e-06,0.14410172,0.004415763,1.0
5620000,1.0674453,2.346328594459915,-20756.407527605363,-0.28488323,-0.3442767152037768,-0.3442767152037768,0.104170136,0.034633614,4.39017e-06,0.14390114,0.004395724,1.0
5640000,1.0638765,2.334063686824423,-20918.698141353492,-0.28887755,-0.34706398309704994,-0.34706398309704994,0.10657714,0.035513923,4.370118e-06,0.14370061,0.0043756915,1.0
5660000,1.0657412,2.3596995139195758,-21021.816426003596,-0.27896437,-0.33844454664534507,-0.33844454664534507,0.10498131,0.033660326,4.350072e-06,0.14350015,0.0043556653,1.0
5680000,1.065732,2.3447063991799677,-21064.64159971522,-0.28922054,-0.34789867163236887,-0.34789867163236887,0.1036348,0.035020474,4.330031e-06,0.14329974,0.004335644,1.0
5700000,1.0633242,2.345702552068055,-21191.9363462406,-0.28084868,-0.33963039411621454,-0.33963039411621454,0.106209315,0.034216907,4.309986e-06,0.14309928,0.0043156194,1.0
5720000,1.0700195,2.3445827232796486,-21362.512904442232,-0.28971446,-0.3488872662830231,-0.3488872662830231,0.105598025,0.03397985,4.2899424e-06,0.14289886,0.004295596,1.0
5740000,1.0649184,2.3370499927124326,-21479.2863556988,-0.29700264,-0.3592916528590218,-0.3592916528590218,0.10102162,0.034476712,4.2699003e-06,0.14269844,0.004275573,1.0
5760000,1.0635545,2.3316571928290335,-21566.884286239434,-0.29378828,-0.354715060411737,-0.354715060411737,0.10560732,0.03516342,4.2498586e-06,0.14249802,0.004255552,1.0
5780000,1.0715985,2.326834945806358,-21703.192472094845,-0.2978524,-0.3557107565241853,-0.3557107565241853,0.106882714,0.03792261,4.2300585e-06,0.14230001,0.004235771,1.0
5800000,1.0672165,2.339502560351134,-21762.958527842446,-0.28922465,-0.3505340203686448,-0.3505340203686448,0.103576675,0.036469877,4.2102615e-06,0.14210205,0.0042159935,1.0
5820000,1.0644612,2.333090697335857,-21954.052634449945,-0.3002791,-0.3584218998479607,-0.3584218998479607,0.10144178,0.038147453,4.190215e-06,0.14190157,0.004195967,1.0
5840000,1.0709122,2.345945550351288,-22046.47940118904,-0.29589623,-0.3559426273801637,-0.3559426273801637,0.10228002,0.03780985,4.1701705e-06,0.14170113,0.004175943,1.0
5860000,1.0687382,2.3400702987697715,-22101.65293178063,-0.2878057,-0.3471587622678971,-0.3471587622678971,0.10611513,0.035259563,4.1501185e-06,0.14150059,0.00415591,1.0
5880000,1.065847,2.341943509439485,-22318.337887418238,-0.2879905,-0.3466266688511711,-0.3466266688511711,0.10415263,0.03471322,4.130064e-06,0.14130005,0.004135876,1.0
5900000,1.0644606,2.3403742142961557,-22414.47078939154,-0.28951648,-0.3509136133702975,-0.3509136133702975,0.10334562,0.034159917,4.110007e-06,0.14109948,0.0041158386,1.0
5920000,1.0692335,2.3218432510885343,-22611.864102771255,-0.30300573,-0.3627285966419862,-0.3627285966419862,0.102171406,0.03463578,4.0899604e-06,0.14089902,0.0040958114,1.0
5940000,1.0662524,2.3431142982584516,-22743.799613951065,-0.28980324,-0.3487633585081553,-0.3487633585081553,0.1059046,0.033930857,4.0699233e-06,0.14069863,0.0040757945,1.0
5960000,1.0693505,2.308086642599278,-22933.480994184774,-0.3020163,-0.3634223870432764,-0.3634223870432764,0.106216244,0.034885313,4.0498717e-06,0.14049813,0.004055763,1.0
5980000,1.0669193,2.3276564774381368,-23078.624769539212,-0.2942609,-0.352387194887476,-0.352387194887476,0.10696136,0.03552412,4.030075e-06,0.14030015,0.0040359856,1.0
6000000,1.0666665,2.335765358237268,-23173.049800555353,-0.293796,-0.3540347336213745,-0.3540347336213745,0.102442995,0.033102553,4.0102755e-06,0.14010215,0.004016206,1.0
