Steps,Policy/Entropy,Environment/Episode Length,Self-play/ELO,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
1900000,0.7514176,2.7906143344709897,-1165.8974640762817,-0.10561436,-0.14269624677941253,-0.14269624677941253,0.07432463,0.03548616,8.109835e-06,0.18109816,0.008111707,1.0
1920000,0.7538271,2.788782816229117,-1244.5479962302338,-0.112578526,-0.1488578259751856,-0.1488578259751856,0.074016504,0.035486672,8.0900445e-06,0.18090026,0.008091935,1.0
1940000,0.75628346,2.7834665759482906,-1304.143027564439,-0.117907494,-0.1529171640171569,-0.1529171640171569,0.07663876,0.04005535,8.070245e-06,0.18070224,0.008072154,1.0
1960000,0.7671536,2.7505888290713325,-1342.808886112103,-0.12529589,-0.16835464480361859,-0.16835464480361859,0.07954346,0.035386775,8.05019e-06,0.1805017,0.008052121,1.0
1980000,0.77155066,2.7534973874936792,-1442.8229556456117,-0.12375271,-0.16430136664870534,-0.16430136664870534,0.07963135,0.033422876,8.030123e-06,0.18030103,0.008032073,1.0
2000000,0.7770792,2.7468503275659333,-1504.6134580995292,-0.13334812,-0.17495380642257696,-0.17495380642257696,0.07851162,0.034852803,8.010064e-06,0.18010044,0.008012033,1.0
2020000,0.77887166,2.7399129415704,-1594.2288962288987,-0.13957222,-0.1818684095798396,-0.1818684095798396,0.078649364,0.03626354,7.9900055e-06,0.17989986,0.007991994,1.0
2040000,0.7883719,2.7115990057995027,-1664.8277354412942,-0.15289205,-0.19797846098131844,-0.19797846098131844,0.080284245,0.034322605,7.969946e-06,0.17969926,0.0079719545,1.0
2060000,0.79116565,2.6915279380253834,-1754.323654549143,-0.1536899,-0.19779133200596324,-0.19779133200596324,0.08568462,0.033066,7.949893e-06,0.17949872,0.007951922,1.0
2080000,0.79211897,2.713433824747391,-1870.8501812612235,-0.15821879,-0.19958588902906252,-0.19958588902906252,0.07960907,0.033385348,7.9298325e-06,0.1792981,0.007931882,1.0
2100000,0.79954016,2.6822360860285666,-1920.308934151025,-0.15957397,-0.2031850290281826,-0.2031850290281826,0.08413138,0.03410718,7.910031e-06,0.17910011,0.007912098,1.0
2120000,0.80365175,2.6660402026474914,-2009.6641031432075,-0.16641018,-0.20964210043936934,-0.20964210043936934,0.08412721,0.035105713,7.890239e-06,0.17890218,0.007892328,1.0
2140000,0.81308335,2.6236905721192585,-2145.2475719933514,-0.1761977,-0.22443191195139472,-0.22443191195139472,0.09012338,0.0353691,7.870195e-06,0.17870176,0.007872304,1.0
2160000,0.8192004,2.628474466709761,-2173.7821910319967,-0.1725138,-0.21961861881580982,-0.21961861881580982,0.08956138,0.036433592,7.850147e-06,0.17850125,0.007852276,1.0
2180000,0.8386108,2.577337559429477,-2232.000531551746,-0.20053092,-0.24770206278175258,-0.24770206278175258,0.091414176,0.03657851,7.830101e-06,0.17830081,0.007832249,1.0
2200000,0.89471775,2.715235088885197,-2312.295609446536,-0.1467016,-0.18227280441545968,-0.18227280441545968,0.08634325,0.035600442,7.81005e-06,0.17810027,0.0078122187,1.0
2220000,0.84022295,2.8058351817096057,-2351.5388035038595,-0.114590324,-0.15417164440316525,-0.15417164440316525,0.075310946,0.034434274,7.789992e-06,0.17789972,0.007792181,1.0
2240000,0.78594583,2.8034923339011923,-2454.112566967827,-0.11915033,-0.15754684976966865,-0.15754684976966865,0.07403871,0.03355456,7.769938e-06,0.17769915,0.0077721463,1.0
2260000,0.77831703,2.7671646802081584,-2503.2648203503536,-0.14578411,-0.18823233367498438,-0.18823233367498438,0.073855214,0.0357509,7.749878e-06,0.17749856,0.0077521075,1.0
2280000,0.7980092,2.657219425044665,-2525.2420197391452,-0.17343497,-0.23186617125710904,-0.23186617125710904,0.08441087,0.03576821,7.729824e-06,0.17729802,0.007732072,1.0
2300000,0.853566,2.6366349411195356,-2618.693433351209,-0.18430309,-0.23532828136949235,-0.23532828136949235,0.08768152,0.03520356,7.710031e-06,0.17710009,0.0077122985,1.0
2320000,0.9727976,2.582245222929936,-2673.4349133598694,-0.18459502,-0.24106688159073045,-0.24106688159073045,0.09686434,0.036899254,7.690228e-06,0.17690206,0.0076925145,1.0
2340000,1.0347937,2.566762041010968,-2786.0361308241377,-0.17692477,-0.23168018036167415,-0.23168018036167415,0.10355192,0.0367112,7.670175e-06,0.17670152,0.0076724812,1.0
2360000,1.0388726,2.586237212276215,-2836.652800886655,-0.17372602,-0.2281010253474002,-0.2281010253474002,0.09903215,0.035925373,7.650126e-06,0.17650102,0.007652452,1.0
2380000,1.0470625,2.568174603174603,-2960.629435000205,-0.18470466,-0.2425238121277283,-0.2425238121277283,0.100320496,0.036092933,7.6300685e-06,0.17630047,0.0076324153,1.0
2400000,1.0480692,2.570715078484224,-3011.1335044722573,-0.18958537,-0.24677342902239935,-0.24677342902239935,0.09889165,0.035166692,7.6100105e-06,0.17609988,0.0076123783,1.0
2420000,1.0498416,2.5599968339401613,-3127.3313370977617,-0.18921633,-0.2452588280179615,-0.2452588280179615,0.100717366,0.0362553,7.5899543e-06,0.17589933,0.007592341,1.0
2440000,1.0520499,2.534563653425086,-3198.402858176534,-0.21060567,-0.2703941225840089,-0.2703941225840089,0.10104471,0.035473432,7.569896e-06,0.17569873,0.0075723026,1.0
2460000,1.058423,2.5328484279680903,-3296.0578831742855,-0.2063988,-0.2682934489917554,-0.2682934489917554,0.10143997,0.03510453,7.5498447e-06,0.1754982,0.007552271,1.0
2480000,1.062353,2.508612662942272,-3371.276355031166,-0.21923944,-0.2804314123234214,-0.2804314123234214,0.102201924,0.03444494,7.53005e-06,0.17530024,0.0075324955,1.0
2500000,1.0650665,2.495756827650054,-3477.346870340301,-0.22106968,-0.2841228237675951,-0.2841228237675951,0.105009936,0.03520154,7.5102466e-06,0.17510222,0.0075127115,1.0
2520000,1.0695924,2.4934443930279193,-3611.4160013884734,-0.22477089,-0.2835415734629489,-0.2835415734629489,0.10522248,0.03715202,7.4901977e-06,0.17490172,0.007492683,1.0
2540000,1.0739226,2.5073609174027585,-3686.733969227356,-0.21742402,-0.2767395040895816,-0.2767395040895816,0.10512459,0.034054663,7.4701557e-06,0.17470132,0.0074726604,1.0
2560000,1.0735795,2.507295870847563,-3808.760976877919,-0.20995474,-0.270180071224405,-0.270180071224405,0.10722269,0.035741456,7.4501104e-06,0.17450085,0.0074526346,1.0
2580000,1.0704709,2.530956848030019,-3894.557395511049,-0.19881336,-0.2552689206335062,-0.2552689206335062,0.10578167,0.037985887,7.4300638e-06,0.17430039,0.007432609,1.0
2600000,1.0758063,2.527474242897284,-3993.6995071050524,-0.20038427,-0.25928816999722526,-0.25928816999722526,0.105634995,0.03564916,7.4100003e-06,0.17409974,0.0074125645,1.0
2620000,1.0773783,2.5217526898487446,-4120.370179233393,-0.2028673,-0.2587244685709653,-0.2587244685709653,0.104526125,0.03668385,7.3899423e-06,0.17389916,0.0073925266,1.0
2640000,1.075923,2.532003129890454,-4178.832901266292,-0.19709785,-0.2566510198658248,-0.2566510198658248,0.10331836,0.035151664,7.3698957e-06,0.17369871,0.0073724985,1.0
2660000,1.0820283,2.5137571894916837,-4275.471688577942,-0.20818323,-0.2637960543213524,-0.2637960543213524,0.106256716,0.033776242,7.3498545e-06,0.17349829,0.0073524797,1.0
2680000,1.077047,2.5393910860012556,-4333.550174219425,-0.19063519,-0.2513653509522281,-0.2513653509522281,0.10392079,0.03341446,7.3298047e-06,0.17329778,0.0073324493,1.0
2700000,1.084373,2.503416679608635,-4378.819271594037,-0.19990262,-0.2560956695330108,-0.2560956695330108,0.107958555,0.037258573,7.310008e-06,0.17309982,0.0073126727,1.0
2720000,1.0818052,2.5354343054248982,-4492.925972263878,-0.19444026,-0.25365318542047893,-0.25365318542047893,0.104401626,0.037751958,7.290209e-06,0.17290182,0.007292892,1.0
2740000,1.0812509,2.5194288389513106,-4578.998441023808,-0.20032161,-0.25529026475092037,-0.25529026475092037,0.104077116,0.033957917,7.270153e-06,0.17270127,0.0072728554,1.0
2760000,1.0809354,2.507307213930348,-4658.558849041131,-0.19799054,-0.2571206493256845,-0.2571206493256845,0.10713784,0.033380996,7.2501043e-06,0.17250077,0.007252828,1.0
2780000,1.0767713,2.5270820288040077,-4687.6486769538415,-0.19167157,-0.2507044483400746,-0.2507044483400746,0.105359845,0.03702048,7.2300495e-06,0.17230023,0.0072327927,1.0
2800000,1.0753627,2.50552443199502,-4797.30539672869,-0.19602087,-0.25351696483584496,-0.25351696483584496,0.108186565,0.035753462,7.2100047e-06,0.17209978,0.0072127674,1.0
2820000,1.0831193,2.4933467429986074,-4894.320383736983,-0.20559318,-0.26616122819968613,-0.26616122819968613,0.10747162,0.03548812,7.1899526e-06,0.17189927,0.0071927356,1.0
2840000,1.0828211,2.4955101408886824,-4946.393894358849,-0.2068664,-0.2649016902969614,-0.2649016902969614,0.10755155,0.03710289,7.169902e-06,0.17169873,0.0071727047,1.0
2860000,1.0795404,2.5095015576323987,-5062.901193122044,-0.19428071,-0.25362928600349344,-0.25362928600349344,0.10759939,0.035493396,7.149841e-06,0.17149813,0.0071526635,1.0
2880000,1.0788527,2.482662968099861,-5133.513850090347,-0.21303411,-0.26939436244149845,-0.26939436244149845,0.106485605,0.032262713,7.13004e-06,0.17130013,0.0071328823,1.0
2900000,1.0756855,2.4831252889505318,-5254.857349732889,-0.21156281,-0.27330867910668966,-0.27330867910668966,0.10705353,0.0345289,7.110239e-06,0.1711021,0.0071131014,1.0
2920000,1.0716169,2.476205144001232,-5314.212225149082,-0.20734406,-0.2615432028922465,-0.2615432028922465,0.112060264,0.033224314,7.090189e-06,0.17090161,0.0070930705,1.0
2940000,1.0753717,2.4560036663611364,-5436.346191446879,-0.21915737,-0.28096547806587124,-0.28096547806587124,0.108608454,0.03623351,7.0701344e-06,0.17070106,0.0070730355,1.0
2960000,1.0757306,2.434874905231236,-5476.807560554183,-0.23056906,-0.28858226231321227,-0.28858226231321227,0.11082239,0.03436231,7.050083e-06,0.17050053,0.007053003,1.0
2980000,1.0751451,2.4307028173280822,-5556.512049812118,-0.23008926,-0.2890184822801802,-0.2890184822801802,0.111371875,0.03522216,7.0300325e-06,0.17030004,0.0070329737,1.0
